Product_ID,Product_Name,Category,Brand,Price,Rating,Description,Seller,City,State,Stock_Quantity,Discount_Percentage,Features
P18358,Bata Footwea Model 647,Footwear,Bata,27058,4.5,Bata footwear product with premium features.,Seller_198,Hyderabad,Maharashtra,243,39,"Footwear,Bata,Bata footwear product with premium features."
P18359,Apple Mobile Model 6277,Mobiles,Apple,103642,5.0,Apple mobiles product with premium features.,Seller_15,Mumbai,West Bengal,43,20,"Mobiles,Apple,Apple mobiles product with premium features."
P18360,LG Home Appliance Model 8801,Home Appliances,LG,33308,3.1,LG home appliances product with premium features.,Seller_64,Pune,Delhi,330,65,"Home Appliances,LG,LG home appliances product with premium features."
P18361,Wrogn Clothin Model 3005,Clothing,Wrogn,144325,4.7,Wrogn clothing product with premium features.,Seller_78,Hyderabad,Karnataka,125,34,"Clothing,Wrogn,Wrogn clothing product with premium features."
P18362,Acer Laptop Model 8671,Laptops,Acer,110745,3.1,Acer laptops product with premium features.,Seller_211,Kolkata,West Bengal,244,40,"Laptops,Acer,Acer laptops product with premium features."
P18363,Vivo Mobile Model 7743,Mobiles,Vivo,48924,4.9,Vivo mobiles product with premium features.,Seller_230,Kolkata,Karnataka,295,64,"Mobiles,Vivo,Vivo mobiles product with premium features."
P18364,HP Laptop Model 7052,Laptops,HP,17947,4.1,HP laptops product with premium features.,Seller_390,Mumbai,Telangana,38,42,"Laptops,HP,HP laptops product with premium features."
P18365,JBL Electronic Model 1688,Electronics,JBL,87527,4.1,JBL electronics product with premium features.,Seller_265,Ahmedabad,Delhi,457,70,"Electronics,JBL,JBL electronics product with premium features."
P18366,Whirlpool Home Appliance Model 5703,Home Appliances,Whirlpool,37590,4.1,Whirlpool home appliances product with premium features.,Seller_189,Chennai,Maharashtra,185,42,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P18367,Acer Laptop Model 9171,Laptops,Acer,94351,4.2,Acer laptops product with premium features.,Seller_264,Hyderabad,Karnataka,145,58,"Laptops,Acer,Acer laptops product with premium features."
P18368,Puma Footwea Model 8867,Footwear,Puma,8619,3.2,Puma footwear product with premium features.,Seller_324,Bengaluru,West Bengal,277,50,"Footwear,Puma,Puma footwear product with premium features."
P18369,Bata Footwea Model 4941,Footwear,Bata,96155,5.0,Bata footwear product with premium features.,Seller_407,Mumbai,Maharashtra,270,54,"Footwear,Bata,Bata footwear product with premium features."
P18370,Bata Footwea Model 1745,Footwear,Bata,46563,4.1,Bata footwear product with premium features.,Seller_115,Pune,Karnataka,485,56,"Footwear,Bata,Bata footwear product with premium features."
P18371,OnePlus Mobile Model 4734,Mobiles,OnePlus,13990,4.1,OnePlus mobiles product with premium features.,Seller_389,Pune,Tamil Nadu,25,27,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P18372,Nike Footwea Model 1838,Footwear,Nike,26626,4.5,Nike footwear product with premium features.,Seller_168,Pune,Karnataka,297,12,"Footwear,Nike,Nike footwear product with premium features."
P18373,Lenovo Laptop Model 4638,Laptops,Lenovo,41482,4.4,Lenovo laptops product with premium features.,Seller_370,Delhi,Delhi,28,30,"Laptops,Lenovo,Lenovo laptops product with premium features."
P18374,Wrogn Clothin Model 1063,Clothing,Wrogn,26631,4.7,Wrogn clothing product with premium features.,Seller_233,Pune,West Bengal,54,41,"Clothing,Wrogn,Wrogn clothing product with premium features."
P18375,Allen Solly Clothin Model 1892,Clothing,Allen Solly,93848,3.3,Allen Solly clothing product with premium features.,Seller_196,Bengaluru,Telangana,321,24,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18376,Adidas Footwea Model 3748,Footwear,Adidas,6895,3.4,Adidas footwear product with premium features.,Seller_426,Kolkata,Gujarat,147,33,"Footwear,Adidas,Adidas footwear product with premium features."
P18377,Levis Clothin Model 3746,Clothing,Levis,2248,4.2,Levis clothing product with premium features.,Seller_312,Hyderabad,Tamil Nadu,402,49,"Clothing,Levis,Levis clothing product with premium features."
P18378,Vivo Mobile Model 1899,Mobiles,Vivo,71886,4.4,Vivo mobiles product with premium features.,Seller_319,Kolkata,Telangana,500,28,"Mobiles,Vivo,Vivo mobiles product with premium features."
P18379,Noise Electronic Model 5774,Electronics,Noise,5155,3.2,Noise electronics product with premium features.,Seller_331,Kolkata,Tamil Nadu,190,31,"Electronics,Noise,Noise electronics product with premium features."
P18380,Nike Footwea Model 6137,Footwear,Nike,4653,4.7,Nike footwear product with premium features.,Seller_231,Pune,Telangana,454,44,"Footwear,Nike,Nike footwear product with premium features."
P18381,Boat Electronic Model 7212,Electronics,Boat,92975,4.4,Boat electronics product with premium features.,Seller_276,Mumbai,Karnataka,474,28,"Electronics,Boat,Boat electronics product with premium features."
P18382,HP Laptop Model 373,Laptops,HP,61911,3.1,HP laptops product with premium features.,Seller_453,Kolkata,Gujarat,348,12,"Laptops,HP,HP laptops product with premium features."
P18383,Allen Solly Clothin Model 8706,Clothing,Allen Solly,42916,4.4,Allen Solly clothing product with premium features.,Seller_484,Delhi,Tamil Nadu,78,16,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18384,Samsung Home Appliance Model 2645,Home Appliances,Samsung,78892,5.0,Samsung home appliances product with premium features.,Seller_342,Ahmedabad,Maharashtra,23,20,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P18385,Xiaomi Mobile Model 1106,Mobiles,Xiaomi,41012,4.5,Xiaomi mobiles product with premium features.,Seller_394,Mumbai,Karnataka,166,49,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P18386,Puma Clothin Model 1482,Clothing,Puma,145530,3.5,Puma clothing product with premium features.,Seller_499,Kolkata,Karnataka,198,66,"Clothing,Puma,Puma clothing product with premium features."
P18387,Wrogn Clothin Model 5296,Clothing,Wrogn,135704,3.0,Wrogn clothing product with premium features.,Seller_252,Pune,Tamil Nadu,325,41,"Clothing,Wrogn,Wrogn clothing product with premium features."
P18388,LG Home Appliance Model 3600,Home Appliances,LG,82192,3.1,LG home appliances product with premium features.,Seller_26,Ahmedabad,Maharashtra,37,14,"Home Appliances,LG,LG home appliances product with premium features."
P18389,Philips Home Appliance Model 4640,Home Appliances,Philips,21592,3.1,Philips home appliances product with premium features.,Seller_141,Chennai,Gujarat,290,7,"Home Appliances,Philips,Philips home appliances product with premium features."
P18390,Noise Electronic Model 3757,Electronics,Noise,53493,3.6,Noise electronics product with premium features.,Seller_79,Hyderabad,Telangana,144,67,"Electronics,Noise,Noise electronics product with premium features."
P18391,HP Laptop Model 8717,Laptops,HP,123725,4.8,HP laptops product with premium features.,Seller_498,Kolkata,Telangana,370,56,"Laptops,HP,HP laptops product with premium features."
P18392,Puma Clothin Model 7487,Clothing,Puma,104695,3.9,Puma clothing product with premium features.,Seller_221,Bengaluru,Telangana,308,49,"Clothing,Puma,Puma clothing product with premium features."
P18393,Vivo Mobile Model 2530,Mobiles,Vivo,39227,3.5,Vivo mobiles product with premium features.,Seller_309,Mumbai,Maharashtra,31,16,"Mobiles,Vivo,Vivo mobiles product with premium features."
P18394,Roadster Clothin Model 6264,Clothing,Roadster,17702,3.7,Roadster clothing product with premium features.,Seller_427,Mumbai,Karnataka,117,42,"Clothing,Roadster,Roadster clothing product with premium features."
P18395,Lenovo Laptop Model 2986,Laptops,Lenovo,91393,3.0,Lenovo laptops product with premium features.,Seller_497,Kolkata,Maharashtra,434,14,"Laptops,Lenovo,Lenovo laptops product with premium features."
P18396,Boat Electronic Model 6758,Electronics,Boat,134185,3.0,Boat electronics product with premium features.,Seller_219,Pune,Gujarat,59,68,"Electronics,Boat,Boat electronics product with premium features."
P18397,Realme Mobile Model 6703,Mobiles,Realme,120112,3.8,Realme mobiles product with premium features.,Seller_59,Chennai,Tamil Nadu,450,34,"Mobiles,Realme,Realme mobiles product with premium features."
P18398,Sony Electronic Model 2782,Electronics,Sony,22315,3.5,Sony electronics product with premium features.,Seller_70,Mumbai,West Bengal,64,51,"Electronics,Sony,Sony electronics product with premium features."
P18399,Samsung Mobile Model 8418,Mobiles,Samsung,56271,3.3,Samsung mobiles product with premium features.,Seller_174,Hyderabad,Karnataka,494,57,"Mobiles,Samsung,Samsung mobiles product with premium features."
P18400,Adidas Footwea Model 4456,Footwear,Adidas,114605,4.9,Adidas footwear product with premium features.,Seller_219,Bengaluru,Maharashtra,118,41,"Footwear,Adidas,Adidas footwear product with premium features."
P18401,Puma Clothin Model 9598,Clothing,Puma,130028,4.7,Puma clothing product with premium features.,Seller_458,Ahmedabad,Maharashtra,43,28,"Clothing,Puma,Puma clothing product with premium features."
P18402,Puma Clothin Model 1890,Clothing,Puma,110919,4.3,Puma clothing product with premium features.,Seller_261,Hyderabad,Tamil Nadu,426,42,"Clothing,Puma,Puma clothing product with premium features."
P18403,Noise Electronic Model 8141,Electronics,Noise,4116,4.9,Noise electronics product with premium features.,Seller_406,Ahmedabad,Tamil Nadu,51,28,"Electronics,Noise,Noise electronics product with premium features."
P18404,Asus Laptop Model 394,Laptops,Asus,63208,5.0,Asus laptops product with premium features.,Seller_383,Kolkata,West Bengal,330,19,"Laptops,Asus,Asus laptops product with premium features."
P18405,Dell Laptop Model 1428,Laptops,Dell,140798,3.4,Dell laptops product with premium features.,Seller_256,Mumbai,Telangana,267,43,"Laptops,Dell,Dell laptops product with premium features."
P18406,Nike Footwea Model 1027,Footwear,Nike,13862,4.1,Nike footwear product with premium features.,Seller_385,Delhi,Gujarat,171,70,"Footwear,Nike,Nike footwear product with premium features."
P18407,HP Laptop Model 1589,Laptops,HP,67506,4.0,HP laptops product with premium features.,Seller_52,Ahmedabad,Maharashtra,248,53,"Laptops,HP,HP laptops product with premium features."
P18408,Xiaomi Mobile Model 4673,Mobiles,Xiaomi,141972,3.9,Xiaomi mobiles product with premium features.,Seller_102,Delhi,Karnataka,323,37,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P18409,Realme Mobile Model 8110,Mobiles,Realme,39842,3.1,Realme mobiles product with premium features.,Seller_119,Delhi,Delhi,200,17,"Mobiles,Realme,Realme mobiles product with premium features."
P18410,Allen Solly Clothin Model 2405,Clothing,Allen Solly,148039,4.7,Allen Solly clothing product with premium features.,Seller_253,Pune,Gujarat,473,68,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18411,Puma Footwea Model 7571,Footwear,Puma,34378,4.9,Puma footwear product with premium features.,Seller_282,Pune,Karnataka,423,11,"Footwear,Puma,Puma footwear product with premium features."
P18412,Apple Mobile Model 6698,Mobiles,Apple,70555,5.0,Apple mobiles product with premium features.,Seller_330,Ahmedabad,Tamil Nadu,156,38,"Mobiles,Apple,Apple mobiles product with premium features."
P18413,Puma Footwea Model 3488,Footwear,Puma,54282,4.2,Puma footwear product with premium features.,Seller_60,Ahmedabad,Maharashtra,126,13,"Footwear,Puma,Puma footwear product with premium features."
P18414,Samsung Mobile Model 9584,Mobiles,Samsung,131220,3.7,Samsung mobiles product with premium features.,Seller_267,Ahmedabad,Delhi,198,5,"Mobiles,Samsung,Samsung mobiles product with premium features."
P18415,Allen Solly Clothin Model 6087,Clothing,Allen Solly,132819,3.4,Allen Solly clothing product with premium features.,Seller_154,Hyderabad,Delhi,345,67,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18416,Philips Home Appliance Model 6810,Home Appliances,Philips,65019,4.9,Philips home appliances product with premium features.,Seller_108,Ahmedabad,Tamil Nadu,459,13,"Home Appliances,Philips,Philips home appliances product with premium features."
P18417,Nike Footwea Model 4619,Footwear,Nike,37044,4.7,Nike footwear product with premium features.,Seller_346,Bengaluru,Karnataka,408,14,"Footwear,Nike,Nike footwear product with premium features."
P18418,Noise Electronic Model 1224,Electronics,Noise,53654,4.8,Noise electronics product with premium features.,Seller_166,Hyderabad,Delhi,265,26,"Electronics,Noise,Noise electronics product with premium features."
P18419,Samsung Mobile Model 8286,Mobiles,Samsung,47203,4.9,Samsung mobiles product with premium features.,Seller_246,Kolkata,Delhi,473,63,"Mobiles,Samsung,Samsung mobiles product with premium features."
P18420,Bata Footwea Model 3081,Footwear,Bata,1801,4.4,Bata footwear product with premium features.,Seller_443,Bengaluru,West Bengal,28,17,"Footwear,Bata,Bata footwear product with premium features."
P18421,Allen Solly Clothin Model 4092,Clothing,Allen Solly,97199,3.1,Allen Solly clothing product with premium features.,Seller_268,Ahmedabad,Karnataka,296,48,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18422,Boat Electronic Model 7426,Electronics,Boat,57920,4.3,Boat electronics product with premium features.,Seller_278,Pune,Karnataka,184,46,"Electronics,Boat,Boat electronics product with premium features."
P18423,Lenovo Laptop Model 4247,Laptops,Lenovo,73842,3.5,Lenovo laptops product with premium features.,Seller_93,Delhi,West Bengal,328,2,"Laptops,Lenovo,Lenovo laptops product with premium features."
P18424,Nike Footwea Model 4299,Footwear,Nike,54876,3.7,Nike footwear product with premium features.,Seller_21,Mumbai,Tamil Nadu,92,39,"Footwear,Nike,Nike footwear product with premium features."
P18425,Adidas Footwea Model 592,Footwear,Adidas,114219,4.0,Adidas footwear product with premium features.,Seller_309,Kolkata,Maharashtra,251,5,"Footwear,Adidas,Adidas footwear product with premium features."
P18426,Nike Footwea Model 4264,Footwear,Nike,107373,3.6,Nike footwear product with premium features.,Seller_411,Hyderabad,West Bengal,443,65,"Footwear,Nike,Nike footwear product with premium features."
P18427,Puma Clothin Model 3822,Clothing,Puma,126186,3.8,Puma clothing product with premium features.,Seller_468,Kolkata,Gujarat,311,67,"Clothing,Puma,Puma clothing product with premium features."
P18428,JBL Electronic Model 9538,Electronics,JBL,120826,4.2,JBL electronics product with premium features.,Seller_144,Hyderabad,Gujarat,395,37,"Electronics,JBL,JBL electronics product with premium features."
P18429,Bata Footwea Model 866,Footwear,Bata,25318,3.8,Bata footwear product with premium features.,Seller_201,Kolkata,West Bengal,365,45,"Footwear,Bata,Bata footwear product with premium features."
P18430,Whirlpool Home Appliance Model 1152,Home Appliances,Whirlpool,142017,4.6,Whirlpool home appliances product with premium features.,Seller_497,Mumbai,Karnataka,273,29,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P18431,Philips Home Appliance Model 4738,Home Appliances,Philips,6984,3.9,Philips home appliances product with premium features.,Seller_276,Chennai,Karnataka,361,67,"Home Appliances,Philips,Philips home appliances product with premium features."
P18432,Noise Electronic Model 8817,Electronics,Noise,19765,4.7,Noise electronics product with premium features.,Seller_335,Kolkata,Maharashtra,348,0,"Electronics,Noise,Noise electronics product with premium features."
P18433,Noise Electronic Model 8932,Electronics,Noise,21205,3.9,Noise electronics product with premium features.,Seller_111,Pune,Maharashtra,307,16,"Electronics,Noise,Noise electronics product with premium features."
P18434,Acer Laptop Model 3874,Laptops,Acer,125447,4.8,Acer laptops product with premium features.,Seller_20,Kolkata,Tamil Nadu,470,4,"Laptops,Acer,Acer laptops product with premium features."
P18435,Whirlpool Home Appliance Model 8466,Home Appliances,Whirlpool,4839,3.4,Whirlpool home appliances product with premium features.,Seller_356,Bengaluru,Telangana,363,10,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P18436,Puma Footwea Model 5332,Footwear,Puma,88675,3.2,Puma footwear product with premium features.,Seller_401,Hyderabad,Tamil Nadu,203,28,"Footwear,Puma,Puma footwear product with premium features."
P18437,Allen Solly Clothin Model 8217,Clothing,Allen Solly,22056,3.4,Allen Solly clothing product with premium features.,Seller_192,Delhi,Maharashtra,375,11,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18438,Dell Laptop Model 5645,Laptops,Dell,14795,5.0,Dell laptops product with premium features.,Seller_338,Kolkata,Gujarat,280,4,"Laptops,Dell,Dell laptops product with premium features."
P18439,Boat Electronic Model 1828,Electronics,Boat,90161,4.3,Boat electronics product with premium features.,Seller_182,Delhi,Telangana,67,68,"Electronics,Boat,Boat electronics product with premium features."
P18440,JBL Electronic Model 3894,Electronics,JBL,121040,3.2,JBL electronics product with premium features.,Seller_476,Delhi,Karnataka,139,37,"Electronics,JBL,JBL electronics product with premium features."
P18441,HP Laptop Model 1943,Laptops,HP,45990,4.3,HP laptops product with premium features.,Seller_367,Mumbai,Delhi,86,19,"Laptops,HP,HP laptops product with premium features."
P18442,Asus Laptop Model 4614,Laptops,Asus,16781,4.6,Asus laptops product with premium features.,Seller_318,Hyderabad,West Bengal,94,57,"Laptops,Asus,Asus laptops product with premium features."
P18443,Samsung Home Appliance Model 1517,Home Appliances,Samsung,145998,3.8,Samsung home appliances product with premium features.,Seller_289,Hyderabad,Maharashtra,162,69,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P18444,Sony Electronic Model 9843,Electronics,Sony,137050,3.0,Sony electronics product with premium features.,Seller_97,Kolkata,Telangana,65,35,"Electronics,Sony,Sony electronics product with premium features."
P18445,Adidas Footwea Model 7805,Footwear,Adidas,60907,4.2,Adidas footwear product with premium features.,Seller_7,Pune,Delhi,391,46,"Footwear,Adidas,Adidas footwear product with premium features."
P18446,Wrogn Clothin Model 3649,Clothing,Wrogn,141631,3.5,Wrogn clothing product with premium features.,Seller_467,Delhi,West Bengal,492,25,"Clothing,Wrogn,Wrogn clothing product with premium features."
P18447,JBL Electronic Model 4771,Electronics,JBL,56638,3.4,JBL electronics product with premium features.,Seller_467,Pune,Gujarat,99,29,"Electronics,JBL,JBL electronics product with premium features."
P18448,Puma Footwea Model 3821,Footwear,Puma,1882,4.7,Puma footwear product with premium features.,Seller_334,Kolkata,Telangana,253,66,"Footwear,Puma,Puma footwear product with premium features."
P18449,Puma Clothin Model 429,Clothing,Puma,120645,3.9,Puma clothing product with premium features.,Seller_158,Chennai,Karnataka,397,47,"Clothing,Puma,Puma clothing product with premium features."
P18450,Samsung Mobile Model 4633,Mobiles,Samsung,31332,4.5,Samsung mobiles product with premium features.,Seller_147,Delhi,Delhi,366,30,"Mobiles,Samsung,Samsung mobiles product with premium features."
P18451,Nike Footwea Model 2996,Footwear,Nike,19671,3.4,Nike footwear product with premium features.,Seller_34,Hyderabad,West Bengal,425,31,"Footwear,Nike,Nike footwear product with premium features."
P18452,Samsung Home Appliance Model 8430,Home Appliances,Samsung,755,4.1,Samsung home appliances product with premium features.,Seller_117,Hyderabad,Delhi,456,0,"Home Appliances,Samsung,Samsung home appliances product with premium features."
P18453,Whirlpool Home Appliance Model 791,Home Appliances,Whirlpool,118168,3.7,Whirlpool home appliances product with premium features.,Seller_355,Mumbai,Telangana,375,21,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P18454,LG Home Appliance Model 7333,Home Appliances,LG,10981,3.2,LG home appliances product with premium features.,Seller_303,Hyderabad,Gujarat,249,31,"Home Appliances,LG,LG home appliances product with premium features."
P18455,Boat Electronic Model 8949,Electronics,Boat,124623,4.1,Boat electronics product with premium features.,Seller_25,Kolkata,West Bengal,416,45,"Electronics,Boat,Boat electronics product with premium features."
P18456,Boat Electronic Model 6240,Electronics,Boat,107216,3.6,Boat electronics product with premium features.,Seller_159,Delhi,Gujarat,379,12,"Electronics,Boat,Boat electronics product with premium features."
P18457,Allen Solly Clothin Model 2048,Clothing,Allen Solly,86183,4.0,Allen Solly clothing product with premium features.,Seller_275,Bengaluru,Maharashtra,197,15,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18458,Whirlpool Home Appliance Model 8318,Home Appliances,Whirlpool,136444,4.0,Whirlpool home appliances product with premium features.,Seller_28,Hyderabad,Delhi,489,59,"Home Appliances,Whirlpool,Whirlpool home appliances product with premium features."
P18459,Wrogn Clothin Model 977,Clothing,Wrogn,44877,3.5,Wrogn clothing product with premium features.,Seller_374,Bengaluru,Telangana,91,60,"Clothing,Wrogn,Wrogn clothing product with premium features."
P18460,Dell Laptop Model 8581,Laptops,Dell,145488,4.4,Dell laptops product with premium features.,Seller_45,Delhi,Telangana,321,15,"Laptops,Dell,Dell laptops product with premium features."
P18461,Puma Clothin Model 2735,Clothing,Puma,29249,3.3,Puma clothing product with premium features.,Seller_99,Ahmedabad,Gujarat,157,64,"Clothing,Puma,Puma clothing product with premium features."
P18462,HP Laptop Model 9420,Laptops,HP,144192,4.0,HP laptops product with premium features.,Seller_230,Ahmedabad,Karnataka,215,26,"Laptops,HP,HP laptops product with premium features."
P18463,JBL Electronic Model 835,Electronics,JBL,23805,3.8,JBL electronics product with premium features.,Seller_348,Ahmedabad,Telangana,58,5,"Electronics,JBL,JBL electronics product with premium features."
P18464,Bata Footwea Model 9184,Footwear,Bata,3306,3.0,Bata footwear product with premium features.,Seller_423,Ahmedabad,Gujarat,290,60,"Footwear,Bata,Bata footwear product with premium features."
P18465,Wrogn Clothin Model 7990,Clothing,Wrogn,69568,3.9,Wrogn clothing product with premium features.,Seller_283,Delhi,Delhi,21,47,"Clothing,Wrogn,Wrogn clothing product with premium features."
P18466,Boat Electronic Model 6066,Electronics,Boat,14243,3.7,Boat electronics product with premium features.,Seller_48,Kolkata,West Bengal,59,39,"Electronics,Boat,Boat electronics product with premium features."
P18467,Lenovo Laptop Model 5096,Laptops,Lenovo,26727,3.3,Lenovo laptops product with premium features.,Seller_331,Bengaluru,Maharashtra,16,16,"Laptops,Lenovo,Lenovo laptops product with premium features."
P18468,HP Laptop Model 5629,Laptops,HP,142931,4.8,HP laptops product with premium features.,Seller_103,Mumbai,Maharashtra,203,3,"Laptops,HP,HP laptops product with premium features."
P18469,Samsung Mobile Model 733,Mobiles,Samsung,115221,4.3,Samsung mobiles product with premium features.,Seller_245,Hyderabad,Karnataka,446,66,"Mobiles,Samsung,Samsung mobiles product with premium features."
P18470,Xiaomi Mobile Model 9623,Mobiles,Xiaomi,127773,4.3,Xiaomi mobiles product with premium features.,Seller_49,Hyderabad,Maharashtra,255,10,"Mobiles,Xiaomi,Xiaomi mobiles product with premium features."
P18471,Samsung Mobile Model 5829,Mobiles,Samsung,103594,4.0,Samsung mobiles product with premium features.,Seller_63,Bengaluru,Telangana,71,19,"Mobiles,Samsung,Samsung mobiles product with premium features."
P18472,Nike Footwea Model 6757,Footwear,Nike,100221,3.9,Nike footwear product with premium features.,Seller_350,Delhi,Tamil Nadu,122,13,"Footwear,Nike,Nike footwear product with premium features."
P18473,Roadster Clothin Model 314,Clothing,Roadster,147589,3.1,Roadster clothing product with premium features.,Seller_38,Mumbai,Delhi,487,7,"Clothing,Roadster,Roadster clothing product with premium features."
P18474,OnePlus Mobile Model 8192,Mobiles,OnePlus,19158,4.7,OnePlus mobiles product with premium features.,Seller_499,Bengaluru,Karnataka,489,3,"Mobiles,OnePlus,OnePlus mobiles product with premium features."
P18475,Philips Home Appliance Model 4823,Home Appliances,Philips,44081,3.6,Philips home appliances product with premium features.,Seller_404,Kolkata,Gujarat,404,53,"Home Appliances,Philips,Philips home appliances product with premium features."
P18476,Philips Home Appliance Model 9243,Home Appliances,Philips,46733,3.2,Philips home appliances product with premium features.,Seller_381,Chennai,Gujarat,126,21,"Home Appliances,Philips,Philips home appliances product with premium features."
P18477,Realme Mobile Model 2152,Mobiles,Realme,109608,4.9,Realme mobiles product with premium features.,Seller_2,Pune,West Bengal,276,23,"Mobiles,Realme,Realme mobiles product with premium features."
P18478,Acer Laptop Model 1314,Laptops,Acer,91474,4.2,Acer laptops product with premium features.,Seller_425,Mumbai,Delhi,246,41,"Laptops,Acer,Acer laptops product with premium features."
P18479,Allen Solly Clothin Model 9719,Clothing,Allen Solly,60442,5.0,Allen Solly clothing product with premium features.,Seller_327,Ahmedabad,Telangana,369,63,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18480,Allen Solly Clothin Model 280,Clothing,Allen Solly,126862,4.2,Allen Solly clothing product with premium features.,Seller_409,Ahmedabad,West Bengal,394,32,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18481,Boat Electronic Model 1914,Electronics,Boat,27075,3.4,Boat electronics product with premium features.,Seller_253,Kolkata,Gujarat,40,32,"Electronics,Boat,Boat electronics product with premium features."
P18482,Philips Home Appliance Model 9760,Home Appliances,Philips,10847,4.6,Philips home appliances product with premium features.,Seller_334,Mumbai,Karnataka,86,27,"Home Appliances,Philips,Philips home appliances product with premium features."
P18483,Sony Electronic Model 3027,Electronics,Sony,134808,4.8,Sony electronics product with premium features.,Seller_364,Chennai,Gujarat,449,51,"Electronics,Sony,Sony electronics product with premium features."
P18484,Allen Solly Clothin Model 4421,Clothing,Allen Solly,123513,4.7,Allen Solly clothing product with premium features.,Seller_207,Chennai,Gujarat,192,26,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18485,Asus Laptop Model 4777,Laptops,Asus,23546,4.3,Asus laptops product with premium features.,Seller_464,Chennai,Tamil Nadu,465,61,"Laptops,Asus,Asus laptops product with premium features."
P18486,Samsung Mobile Model 6795,Mobiles,Samsung,51552,4.6,Samsung mobiles product with premium features.,Seller_231,Chennai,Telangana,41,25,"Mobiles,Samsung,Samsung mobiles product with premium features."
P18487,LG Home Appliance Model 5860,Home Appliances,LG,20973,3.8,LG home appliances product with premium features.,Seller_351,Bengaluru,West Bengal,98,44,"Home Appliances,LG,LG home appliances product with premium features."
P18488,LG Home Appliance Model 3012,Home Appliances,LG,133263,4.7,LG home appliances product with premium features.,Seller_93,Kolkata,Tamil Nadu,248,61,"Home Appliances,LG,LG home appliances product with premium features."
P18489,Samsung Mobile Model 9165,Mobiles,Samsung,134476,3.1,Samsung mobiles product with premium features.,Seller_22,Ahmedabad,Maharashtra,86,21,"Mobiles,Samsung,Samsung mobiles product with premium features."
P18490,Dell Laptop Model 5735,Laptops,Dell,147688,4.8,Dell laptops product with premium features.,Seller_179,Kolkata,Delhi,10,32,"Laptops,Dell,Dell laptops product with premium features."
P18491,HP Laptop Model 1047,Laptops,HP,53339,4.2,HP laptops product with premium features.,Seller_322,Mumbai,Telangana,172,33,"Laptops,HP,HP laptops product with premium features."
P18492,LG Home Appliance Model 8030,Home Appliances,LG,129204,4.0,LG home appliances product with premium features.,Seller_200,Chennai,West Bengal,118,30,"Home Appliances,LG,LG home appliances product with premium features."
P18493,Allen Solly Clothin Model 2390,Clothing,Allen Solly,56398,3.6,Allen Solly clothing product with premium features.,Seller_99,Ahmedabad,Telangana,106,66,"Clothing,Allen Solly,Allen Solly clothing product with premium features."
P18494,Puma Footwea Model 2672,Footwear,Puma,97357,4.5,Puma footwear product with premium features.,Seller_418,Kolkata,Gujarat,177,51,"Footwear,Puma,Puma footwear product with premium features."
P18495,Apple Mobile Model 1993,Mobiles,Apple,90004,4.1,Apple mobiles product with premium features.,Seller_235,Bengaluru,Maharashtra,145,62,"Mobiles,Apple,Apple mobiles product with premium features."
P18496,Boat Electronic Model 9367,Electronics,Boat,32892,3.1,Boat electronics product with premium features.,Seller_277,Mumbai,Telangana,391,54,"Electronics,Boat,Boat electronics product with premium features."
P18497,Asus Laptop Model 7183,Laptops,Asus,123669,3.3,Asus laptops product with premium features.,Seller_121,Bengaluru,Delhi,432,55,"Laptops,Asus,Asus laptops product with premium features."
P18498,Acer Laptop Model 2930,Laptops,Acer,2089,3.4,Acer laptops product with premium features.,Seller_336,Hyderabad,Telangana,250,27,"Laptops,Acer,Acer laptops product with premium features."
P18499,Philips Home Appliance Model 235,Home Appliances,Philips,99280,4.3,Philips home appliances product with premium features.,Seller_72,Chennai,Karnataka,438,16,"Home Appliances,Philips,Philips home appliances product with premium features."
P18500,LG Home Appliance Model 5840,Home Appliances,LG,10749,4.2,LG home appliances product with premium features.,Seller_252,Hyderabad,West Bengal,54,60,"Home Appliances,LG,LG home appliances product with premium features."
P18501,Nike Footwea Model 1007,Footwear,Nike,63745,4.7,Nike footwear product with premium features.,Seller_451,Chennai,Delhi,422,21,"Footwear,Nike,Nike footwear product with premium features."
P18502,Levis Clothin Model 7859,Clothing,Levis,74502,4.7,Levis clothing product with premium features.,Seller_3,Hyderabad,West Bengal,413,16,"Clothing,Levis,Levis clothing product with premium features."
